"","screenname","user_id","flw_num","data_coleta","bot","humor","animais","politica","youtuber","esquerda","jornalista","dev","ciencia","musica","anime","geek","audiovisual","arte","lgbtq","futebol","Na"
"1","wwwmlna","2484809081",75,"Sun Feb 02 19:03:02 2020",1,6,19,0,2,2,0,0,0,0,0,5,0,0,0,0,19
