"","screenname","user_id","flw_num","data_coleta","bot","humor","animais","politica","youtuber","esquerda","jornalista","dev","ciencia","musica","anime","geek","audiovisual","arte","lgbtq","Na"
"1","celsoportiolli","44372571",75,"Sun Feb 02 00:29:16 2020",2,7,7,0,4,4,0,0,0,0,0,5,0,0,0,7
