"","screenname","user_id","flw_num","data_coleta","bot","humor","animais","politica","youtuber","esquerda","jornalista","dev","ciencia","musica","anime","geek","audiovisual","arte","lgbtq","futebol","Na"
"1","laurinhalero","632113108",75,"Sun Feb 02 03:51:56 2020",4,6,17,1,21,21,0,0,0,0,0,1,0,0,0,0,17
