"","screenname","user_id","flw_num","data_coleta","bot","humor","animais","politica","youtuber","esquerda","jornalista"
"1","3000Stalker","1219817600051486721",100,"Thu Jan 23 23:46:04 2020",4,3,2,1,1,1,0
